frame,state,score,is_candidate,is_lying,dy,dy_peak,height,height_drop,body_angle_deg,bbox_ar,missing_streak,tracker_mode,det_conf
0,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,YOLO,0.0
1,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,YOLO,0.0
2,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,YOLO,0.0
3,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,YOLO,0.0
4,NORMAL,0.006804652977734804,False,False,0.0,0.0,93.37075805664062,0.0,1.4052869081497192,0.32544051081637865,0,YOLO,0.5118102431297302
5,NORMAL,0.006804652977734804,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,YOLO,0.0
6,NORMAL,0.006804652977734804,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,YOLO,0.0
7,NORMAL,0.006804652977734804,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,YOLO,0.0
8,NORMAL,0.006804652977734804,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,YOLO,0.0
9,NORMAL,0.006804652977734804,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,YOLO,0.0
10,NORMAL,0.003402326488867402,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,YOLO,0.0
11,NORMAL,0.001701163244433701,False,False,0.0,0.0,0.0,0.0,0.0,0.0,7,YOLO,0.0
12,NORMAL,0.0008505816222168505,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8,YOLO,0.0
13,NORMAL,0.00042529081110842526,False,False,0.0,0.0,0.0,0.0,0.0,0.0,9,YOLO,0.0
14,NORMAL,0.00021264540555421263,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10,YOLO,0.0
15,NORMAL,0.00010632270277710631,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11,YOLO,0.0
16,NORMAL,0.00947381319856504,False,False,0.0,0.0,232.62428283691406,0.0,5.856461048126221,0.34427778067485215,0,YOLO,0.3358810842037201
17,NORMAL,0.028371552709874962,False,False,0.0,0.0,127.1363525390625,0.0,2.726593017578125,0.5709398022661524,0,YOLO,0.33307787775993347
18,NORMAL,0.03755261855474794,False,False,0.0,0.0,133.0404052734375,0.0,5.148080825805664,0.5793470671191989,0,YOLO,0.5674387812614441
19,NORMAL,0.04373137408076656,False,False,0.0,0.0,136.3363037109375,0.0,2.852169990539551,0.55389674867285,0,YOLO,0.4856060743331909
20,NORMAL,0.04911917760453505,False,False,0.0,0.0,131.66134643554688,0.01036571434863153,1.8054900169372559,0.5683226559988355,0,YOLO,0.43401026725769043
21,NORMAL,0.05330086504230499,False,False,-50.08977508544922,50.08977508544922,138.541259765625,0.0,2.7194175720214844,0.5434589578211872,0,YOLO,0.2927122712135315
22,NORMAL,0.07789231489487648,False,False,39.80206298828125,43.764923095703125,213.75177001953125,0.0,3.8468375205993652,0.3617025483787055,0,YOLO,0.516215980052948
23,NORMAL,0.07901397430568188,False,False,-1.9408721923828125,40.85093688964844,130.23806762695312,0.04472936347837298,1.039963722229004,0.5657692387902357,0,YOLO,0.4411895275115967
24,NORMAL,0.10290981658417844,False,False,46.078033447265625,46.078033447265625,219.0960693359375,0.0,3.4611144065856934,0.3397632651469355,0,YOLO,0.44821327924728394
25,NORMAL,0.10096597279268116,False,False,-0.5034637451171875,44.00164794921875,129.62738037109375,0.06434097257099557,0.6722468137741089,0.5729983543764405,0,YOLO,0.44343993067741394
26,NORMAL,0.09915158181502123,False,False,0.9415435791015625,43.31044006347656,133.65060424804688,0.035301075837276305,1.4631853103637695,0.5712104429241668,0,YOLO,0.43297135829925537
27,NORMAL,0.0918984180912042,False,False,-1.77911376953125,39.909423828125,210.6475830078125,0.0,1.104800820350647,0.3769159000362188,0,YOLO,0.5265562534332275
28,NORMAL,0.09005743885689828,False,False,-1.085601806640625,44.24964904785156,133.26565551757812,0.0028802618037873594,1.4357858896255493,0.5929536377374166,0,YOLO,0.4617859721183777
29,NORMAL,0.08412837140665229,False,False,0.22757720947265625,44.47722625732422,224.16941833496094,0.0,0.8563643097877502,0.37412371665232586,0,YOLO,0.5313515067100525
30,NORMAL,0.10463673035025507,False,False,40.850982666015625,41.09898376464844,214.3115234375,0.0,1.9090449810028076,0.4086667824838805,0,YOLO,0.5155884623527527
31,NORMAL,0.12069060882341787,False,False,38.647254943847656,39.586463928222656,217.90785217285156,0.0,2.4890286922454834,0.39021444793498744,0,YOLO,0.5833911895751953
32,NORMAL,0.11290579354279376,False,False,-5.106964111328125,35.05046081542969,203.11260986328125,0.0522553029094803,1.4361093044281006,0.4075278630277027,0,YOLO,0.5656846761703491
33,CANDIDATE,0.17789039077427243,True,False,29.772781372070312,29.772781372070312,190.63946533203125,0.11045630083616231,2.7934114933013916,0.45429225881616947,0,YOLO,0.7201654314994812
34,CANDIDATE,0.17692564873754035,True,False,-45.460914611816406,45.460914611816406,132.39007568359375,0.3822540498051992,0.6279689073562622,0.5904162550096147,0,YOLO,0.47261902689933777
35,CANDIDATE,0.15928639274915252,True,False,2.5579147338867188,44.640586853027344,220.94544982910156,0.0,0.24744343757629395,0.3861930909515071,0,YOLO,0.5446226000785828
36,CANDIDATE,0.14620652412094834,True,False,4.720680236816406,45.29083251953125,228.95977783203125,0.0,1.8952542543411255,0.3750962672178034,0,YOLO,0.7398900985717773
37,CANDIDATE,0.13534036550631562,True,False,3.545867919921875,39.58001708984375,214.15081787109375,0.0,2.677225112915039,0.4052632681486624,0,YOLO,0.6676356196403503
