frame,state,score,is_candidate,is_lying,dy,dy_peak,height,height_drop,body_angle_deg,bbox_ar,missing_streak,tracker_mode,det_conf
0,NORMAL,0.005928980186581612,False,False,0.0,0.0,225.2786865234375,0.0,0.7037357091903687,0.29744598026641267,0,YOLO,0.8766137361526489
1,NORMAL,0.010853794589638711,False,False,0.0,0.0,225.33905029296875,0.0,0.7298294305801392,0.29062651088650865,0,YOLO,0.8722462058067322
2,NORMAL,0.015901580067528787,False,False,0.0,0.0,224.97076416015625,0.0013668508460928657,1.7742531299591064,0.30573091501418503,0,YOLO,0.8853053450584412
3,NORMAL,0.019470620443251305,False,False,0.0,0.0,223.98150634765625,0.005758113187712919,0.051463257521390915,0.3046728722382377,0,YOLO,0.885067343711853
4,NORMAL,0.022823548563747506,False,False,0.0,0.0,223.5123291015625,0.006482775946635861,0.5336865782737732,0.30603168846971596,0,YOLO,0.8832962512969971
5,NORMAL,0.02687986347933037,False,False,0.089996337890625,0.6173095703125,223.37969970703125,0.0070723165255033955,2.643326759338379,0.311411961081497,0,YOLO,0.894543468952179
6,NORMAL,0.028866123768636943,False,False,-0.377349853515625,0.426788330078125,223.68365478515625,0.001329804265347181,0.1413370668888092,0.3145442097907326,0,YOLO,0.8981348276138306
7,NORMAL,0.030788364906238947,False,False,0.054656982421875,0.31201171875,223.55120849609375,0.0005921142927931504,0.5338535904884338,0.3162791662787431,0,YOLO,0.8992475271224976
8,NORMAL,0.03336025984263253,False,False,0.283203125,0.3341064453125,224.19293212890625,0.0,2.2550888061523438,0.3142764424366155,0,YOLO,0.8987948894500732
9,NORMAL,0.03560559505472041,False,False,0.10162353515625,0.232574462890625,224.7659912109375,0.0,2.5879483222961426,0.31436938265329123,0,YOLO,0.9000953435897827
10,NORMAL,0.03758843251677393,False,False,-0.52789306640625,0.52789306640625,225.24822998046875,0.0,2.8910977840423584,0.3135001613616922,0,YOLO,0.8980779051780701
11,NORMAL,0.040474126934709476,False,False,0.7889404296875,0.890045166015625,226.6513671875,0.0,4.359445571899414,0.31311317543549727,0,YOLO,0.897666871547699
12,NORMAL,0.04241902280722755,False,False,0.768798828125,0.99139404296875,227.22576904296875,0.0,3.3616104125976562,0.3132763002277546,0,YOLO,0.900983452796936
13,NORMAL,0.04510076872401926,False,False,1.94207763671875,2.1358642578125,228.89776611328125,0.0,3.928948402404785,0.31546017730499293,0,YOLO,0.8997675776481628
14,NORMAL,0.04712764685461392,False,False,1.662139892578125,1.95745849609375,229.65472412109375,0.0,3.770359516143799,0.3151749173391292,0,YOLO,0.8879205584526062
15,NORMAL,0.04834067944132338,False,False,2.375274658203125,2.375274658203125,230.784423828125,0.0,1.7796746492385864,0.31824947397262016,0,YOLO,0.8985524773597717
16,NORMAL,0.04953013260589632,False,False,2.384490966796875,2.384490966796875,233.4052734375,0.0,2.139070510864258,0.3168173421698946,0,YOLO,0.8808451294898987
17,NORMAL,0.0504663318620384,False,False,2.4237060546875,2.4237060546875,233.8997802734375,0.0,2.0668201446533203,0.3134978892097362,0,YOLO,0.8944829702377319
18,NORMAL,0.05066065039161059,False,False,1.602783203125,1.78118896484375,234.81524658203125,0.0,1.6823585033416748,0.3179423650315176,0,YOLO,0.8901733160018921
19,NORMAL,0.04965983541890712,False,False,0.78350830078125,0.9976806640625,236.3238525390625,0.0,0.42477428913116455,0.3155088031033619,0,YOLO,0.8974125981330872
20,NORMAL,0.048322810758372366,False,False,0.126708984375,1.236663818359375,236.28509521484375,0.0,0.44148823618888855,0.3101429883281951,0,YOLO,0.8889398574829102
21,NORMAL,0.047023318074481874,False,False,-1.370574951171875,1.834686279296875,238.3184814453125,0.0,0.3241056203842163,0.30863338464020734,0,YOLO,0.8894462585449219
22,NORMAL,0.04646983651616833,False,False,-1.95001220703125,2.2735595703125,239.74615478515625,0.0,1.2354787588119507,0.3137214068937355,0,YOLO,0.8967020511627197
23,NORMAL,0.04686863978260619,False,False,-2.9175796508789062,2.9175796508789062,240.11183166503906,0.0,3.0795419216156006,0.31090706902129767,0,YOLO,0.8902478814125061
24,NORMAL,0.0470185262647349,False,False,-3.0926284790039062,3.0926284790039062,241.16505432128906,0.0,2.4303057193756104,0.3181349083799025,0,YOLO,0.8967944383621216
25,NORMAL,0.047636631531915725,False,False,-3.467376708984375,3.467376708984375,243.27056884765625,0.0,3.3678340911865234,0.31930492291905277,0,YOLO,0.9060567617416382
26,NORMAL,0.04838001195876938,False,False,-1.95001220703125,1.95001220703125,245.9150390625,0.0,3.7025184631347656,0.32200615923468234,0,YOLO,0.8987340927124023
27,NORMAL,0.04933515632794072,False,False,-0.855743408203125,1.574737548828125,249.29052734375,0.0,4.253512382507324,0.3245541056944806,0,YOLO,0.9096873998641968
28,NORMAL,0.050217980640619046,False,False,0.20539093017578125,1.991851806640625,251.755126953125,0.0,4.065646648406982,0.3267754504751311,0,YOLO,0.8992506265640259
29,NORMAL,0.05238919530348548,False,False,2.7251052856445312,3.338836669921875,253.318115234375,0.0,3.65440034866333,0.33288791055435135,0,YOLO,0.8991225957870483
30,NORMAL,0.054017252915963654,False,False,-0.484375,3.823211669921875,245.31512451171875,0.015946866791891834,4.551514148712158,0.3526758645844504,0,YOLO,0.9069573283195496
