frame,state,score,is_candidate,is_lying,dy,dy_peak,height,height_drop,body_angle_deg,bbox_ar,missing_streak,tracker_mode,det_conf
0,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,YOLO,0.0
1,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,YOLO,0.0
2,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,YOLO,0.0
3,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,YOLO,0.0
4,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,YOLO,0.0
5,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,YOLO,0.0
6,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,7,YOLO,0.0
7,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8,YOLO,0.0
8,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,9,YOLO,0.0
9,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10,YOLO,0.0
10,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11,YOLO,0.0
11,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,12,YOLO,0.0
12,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,13,YOLO,0.0
13,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,14,YOLO,0.0
14,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,15,YOLO,0.0
15,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,16,YOLO,0.0
16,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,17,YOLO,0.0
17,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,18,YOLO,0.0
18,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,19,YOLO,0.0
19,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,20,YOLO,0.0
20,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,21,YOLO,0.0
21,NORMAL,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,22,YOLO,0.0
22,NORMAL,0.009288093075156212,False,False,0.0,0.0,227.29034423828125,0.0,5.298427581787109,0.354073524574206,0,YOLO,0.33825790882110596
23,NORMAL,0.009288093075156212,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,YOLO,0.0
24,NORMAL,0.009288093075156212,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,YOLO,0.0
25,NORMAL,0.016845652088522914,False,False,0.0,0.0,231.916748046875,0.0,4.729592800140381,0.3512520909413421,0,YOLO,0.5029653906822205
26,NORMAL,0.022717555072158578,False,False,0.0,0.0,233.74903869628906,0.0,4.005331039428711,0.34112454114919033,0,YOLO,0.4310697913169861
27,NORMAL,0.027606557618712987,False,False,-1.83770751953125,3.62286376953125,231.35382080078125,0.00242728156045018,3.637483596801758,0.34063313794139616,0,YOLO,0.42420893907546997
28,NORMAL,0.05112676288218217,False,False,0.0,0.0,135.35888671875,0.41492694501333727,3.508129358291626,0.5504374988727161,0,YOLO,0.41868138313293457
29,NORMAL,0.053391237952516546,False,False,0.0,0.0,222.10350036621094,0.03998343490741725,4.061598300933838,0.3415099505179216,0,YOLO,0.47762465476989746
30,NORMAL,0.053276295625642095,False,False,-2.823577880859375,48.060333251953125,236.11077880859375,0.0,2.6192879676818848,0.35115197628811,0,YOLO,0.6570520401000977
31,NORMAL,0.05405252656448753,False,False,-0.7266464233398438,48.7471923828125,230.91845703125,0.0018818092911728555,4.406107425689697,0.3463495356518319,0,YOLO,0.5012009143829346
32,NORMAL,0.07270998176875532,False,False,-48.16644287109375,49.652587890625,135.66046142578125,0.4125178941091641,1.6750359535217285,0.5577810786260253,0,YOLO,0.4314631223678589
33,NORMAL,0.08749465598263143,False,False,-0.664703369140625,49.411895751953125,135.92559814453125,0.388007852553368,1.2954449653625488,0.5596349132579406,0,YOLO,0.5122185349464417
34,NORMAL,0.08327376654305188,False,False,-3.9071044921875,40.652381896972656,223.57273864746094,0.0,4.369002819061279,0.3583364335793533,0,YOLO,0.4130546450614929
35,NORMAL,0.08080022342855225,False,False,-8.868377685546875,40.09735107421875,213.46075439453125,0.045229057505417496,2.425031900405884,0.37914218258957305,0,YOLO,0.5390267968177795
36,NORMAL,0.09472594769102538,False,False,-47.86866760253906,47.86866760253906,131.61459350585938,0.3834248647758397,1.383701205253601,0.5853587052521282,0,YOLO,0.5643455982208252
37,NORMAL,0.11413307605889314,False,False,42.21002197265625,42.21002197265625,216.05950927734375,0.0,3.0650181770324707,0.36039991310535635,0,YOLO,0.5152777433395386
38,CANDIDATE,0.17248939722623757,True,False,-0.719573974609375,42.68890380859375,133.3828125,0.3751412859083515,1.1279938220977783,0.5783726726776196,0,YOLO,0.6350456476211548
39,CANDIDATE,0.15609288660491466,True,False,-6.903099060058594,34.22816467285156,209.46505737304688,0.018718649396784585,3.496022939682007,0.3747700054969943,0,YOLO,0.5573699474334717
40,CANDIDATE,0.14119746267806693,True,False,-3.01336669921875,37.5628662109375,207.05267333984375,0.011516880492896668,1.7045475244522095,0.3858321264515376,0,YOLO,0.5656076073646545
41,CANDIDATE,0.1447622603652371,True,False,-1.0802764892578125,41.506378173828125,133.48406982421875,0.3553134684471035,1.1655853986740112,0.577993034303108,0,YOLO,0.5576531291007996
