frame,state,score,is_candidate,is_lying,dy,dy_peak,height,height_drop,body_angle_deg,bbox_ar,missing_streak,tracker_mode,det_conf
0,NORMAL,0.007367239333689213,False,False,0.0,0.0,285.88446044921875,0.0,0.8444864749908447,0.3703997774518882,0,YOLO,0.927327036857605
1,NORMAL,0.013308580552993353,False,False,0.0,0.0,285.66786193847656,0.0007576435263457126,0.027840491384267807,0.3735517542397312,0,YOLO,0.9278011322021484
2,NORMAL,0.018476705291105323,False,False,0.0,0.0,285.33226013183594,0.0011747972080699178,0.3063371777534485,0.37082633338208676,0,YOLO,0.9249484539031982
3,NORMAL,0.023329034663640315,False,False,0.0,0.0,284.57806396484375,0.003814912767007438,1.2086098194122314,0.3667451148272171,0,YOLO,0.9250937104225159
4,NORMAL,0.027880869474553836,False,False,0.0,0.0,283.708251953125,0.00569163885626033,1.8362401723861694,0.3678783273626609,0,YOLO,0.9230909943580627
5,NORMAL,0.0326240405368321,False,False,1.276153564453125,1.276153564453125,282.69024658203125,0.009259428108773829,2.126962423324585,0.3599412902288347,0,YOLO,0.9209436774253845
6,NORMAL,0.03722198363231337,False,False,1.4259796142578125,1.4259796142578125,281.44676208496094,0.011003314297161174,3.1214263439178467,0.35533994636456323,0,YOLO,0.9229912757873535
7,NORMAL,0.04250472341084335,False,False,2.2833786010742188,2.320068359375,280.2216796875,0.012289287469160609,4.7943902015686035,0.3540248721889408,0,YOLO,0.9174566268920898
8,NORMAL,0.047785480549128706,False,False,3.220977783203125,3.220977783203125,278.79766845703125,0.013769764511031507,5.355647563934326,0.34825007372224087,0,YOLO,0.9158753752708435
9,NORMAL,0.05314714667790168,False,False,3.498382568359375,3.547332763671875,276.62677001953125,0.017125768403669417,6.416027069091797,0.3509455451847017,0,YOLO,0.922478973865509
10,NORMAL,0.05968872288434136,False,False,5.270820617675781,5.270820617675781,273.90892028808594,0.022527733780105735,7.704918384552002,0.354875007624968,0,YOLO,0.927058219909668
11,NORMAL,0.06740110349820388,False,False,6.665885925292969,6.665885925292969,269.6610107421875,0.032771643197051725,9.342852592468262,0.36084235714418283,0,YOLO,0.9304912090301514
12,NORMAL,0.07607158242894752,False,False,7.73895263671875,7.73895263671875,265.2169189453125,0.04124637349238888,11.09736156463623,0.37556549423125696,0,YOLO,0.9274519085884094
13,NORMAL,0.08529975638942873,False,False,8.756622314453125,8.756622314453125,260.9786376953125,0.04720650418823128,12.856037139892578,0.3832893579184045,0,YOLO,0.9228866696357727
14,NORMAL,0.09592946302469715,False,False,10.954193115234375,10.954193115234375,255.36669921875,0.053008447472978365,15.37205696105957,0.38284310819880263,0,YOLO,0.918219804763794
15,NORMAL,0.10695881796777408,False,False,12.631462097167969,12.631462097167969,248.66583251953125,0.062405846850193104,16.335742950439453,0.39102966735810074,0,YOLO,0.9175750613212585
16,NORMAL,0.11852763222181695,False,False,13.156929016113281,13.156929016113281,243.47080993652344,0.06708529063297937,19.401165008544922,0.4001172466735769,0,YOLO,0.9172385334968567
17,NORMAL,0.1301429542700248,False,False,14.964836120605469,14.964836120605469,236.28211975097656,0.07473401788940918,19.635683059692383,0.4157438964261186,0,YOLO,0.9182083010673523
18,NORMAL,0.14227133675843748,False,False,15.862800598144531,15.862800598144531,230.45860290527344,0.07321966765509588,22.605531692504883,0.43112756222383997,0,YOLO,0.9163016676902771
19,NORMAL,0.15574260772354814,False,False,16.639892578125,16.639892578125,224.91168212890625,0.07622732192190035,27.444551467895508,0.43985255714251986,0,YOLO,0.9139099717140198
20,NORMAL,0.17013612614977855,False,False,16.04132080078125,16.04132080078125,217.37646484375,0.08001305781051773,32.82828903198242,0.46482573615132516,0,YOLO,0.9188982844352722
21,NORMAL,0.18338676683425126,False,False,16.728233337402344,16.728233337402344,209.7774658203125,0.08973905432144623,32.70854949951172,0.4807802981326124,0,YOLO,0.924860954284668
22,NORMAL,0.19457580337814603,False,False,15.45928955078125,15.45928955078125,204.52711486816406,0.09063365258661372,33.62354278564453,0.49125026326314697,0,YOLO,0.9267663359642029
23,NORMAL,0.2042266644207132,False,False,15.2578125,15.2578125,200.37315368652344,0.07822057079384619,34.57819747924805,0.5045426490415716,0,YOLO,0.9217001795768738
24,NORMAL,0.21402632786027098,False,False,13.783935546875,13.783935546875,194.642578125,0.072147347362259,39.424964904785156,0.5197489890323811,0,YOLO,0.9179967045783997
25,NORMAL,0.22370247877652155,False,False,13.5350341796875,13.5350341796875,189.6776123046875,0.07260407781652027,41.7354621887207,0.536997076273668,0,YOLO,0.9188401103019714
26,NORMAL,0.23446921698923273,False,False,12.157928466796875,12.157928466796875,185.4473876953125,0.07448984914696587,47.844886779785156,0.5499488212429691,0,YOLO,0.9174035787582397
27,NORMAL,0.24200949439432945,False,False,11.454902648925781,11.454902648925781,181.13360595703125,0.06940399319666456,45.3387451171875,0.563503704729566,0,YOLO,0.9137364625930786
28,NORMAL,0.2491913081661064,False,False,11.359397888183594,11.359397888183594,178.9893798828125,0.0563494673515081,47.25065231323242,0.5828889551184254,0,YOLO,0.9138285517692566
29,NORMAL,0.256723461460169,False,True,11.32342529296875,11.32342529296875,176.1243896484375,0.050273008224804745,49.34498596191406,0.6164833786268611,0,YOLO,0.8979029655456543
30,NORMAL,0.2633483485164619,False,True,10.79852294921875,10.79852294921875,173.7293701171875,0.04087720663828772,49.204925537109375,0.6676763695104874,0,YOLO,0.9135305881500244
31,NORMAL,0.27105258438580104,False,True,10.872344970703125,10.872344970703125,171.47247314453125,0.04199638404916929,51.798458099365234,0.7044794182398052,0,YOLO,0.9220643639564514
32,NORMAL,0.276962647906644,False,True,11.103759765625,11.103759765625,171.690673828125,0.0251737753593506,50.76683807373047,0.7241736521411457,0,YOLO,0.922107458114624
33,NORMAL,0.28261295351762694,False,True,11.886505126953125,11.886505126953125,173.2557373046875,0.002726267942953546,52.1838493347168,0.7396606522460546,0,YOLO,0.9154784679412842
34,NORMAL,0.2888714170309439,False,True,12.7093505859375,12.7093505859375,172.400146484375,0.004938311617397455,53.14493179321289,0.7609144503087867,0,YOLO,0.918415904045105
35,NORMAL,0.2932120730962174,False,True,12.20513916015625,12.20513916015625,171.3997802734375,0.005802583300172343,51.32868194580078,0.7715384226415793,0,YOLO,0.9191442728042603
36,NORMAL,0.29713587290948174,False,True,13.090606689453125,13.090606689453125,170.634033203125,0.00615432743922815,50.104862213134766,0.787628216225961,0,YOLO,0.903810441493988
