frame,state,score,is_candidate,is_lying,dy,dy_peak,height,height_drop,body_angle_deg,bbox_ar,missing_streak,tracker_mode,det_conf
0,NORMAL,0.0076752156019210815,False,False,0.0,0.0,226.49273681640625,0.0,0.5731227993965149,0.3940615334948234,0,YOLO,0.8908685445785522
1,NORMAL,0.014574505306032697,False,False,0.0,0.0,225.8670654296875,0.0027624346613194743,1.4277760982513428,0.3857649260688655,0,YOLO,0.9005352258682251
2,NORMAL,0.020234731319397313,False,False,0.0,0.0,225.72972106933594,0.000608076082674027,1.6598018407821655,0.370232636489878,0,YOLO,0.9047530889511108
3,NORMAL,0.024854328719383992,False,False,0.0,0.0,225.52760314941406,0.0015029295201920982,1.389894723892212,0.36818665974027237,0,YOLO,0.9077043533325195
4,NORMAL,0.028684453049751077,False,False,0.0,0.0,224.9100341796875,0.003631275871716776,1.23017418384552,0.3624346866124313,0,YOLO,0.9054023623466492
5,NORMAL,0.03321616493405083,False,False,1.4309463500976562,1.4670486450195312,224.35948181152344,0.0060702651441792745,1.73996901512146,0.3668369353594009,0,YOLO,0.9078721404075623
6,NORMAL,0.03670146139866977,False,False,0.8575363159179688,0.8575363159179688,224.62342834472656,0.004009153611624543,1.928320288658142,0.3647304404391546,0,YOLO,0.9040749669075012
7,NORMAL,0.03891572088552154,False,False,0.30263519287109375,0.9554824829101562,224.6072998046875,0.0013460243163634766,1.3027982711791992,0.3645878793445374,0,YOLO,0.8995541930198669
8,NORMAL,0.04168032577802481,False,False,0.6392974853515625,0.6392974853515625,225.01048278808594,0.0,2.876793384552002,0.36159936396192477,0,YOLO,0.9072455167770386
9,NORMAL,0.043070900134685446,False,False,-0.25000762939453125,0.5615997314453125,225.17225646972656,0.0,2.0802478790283203,0.3521332985563556,0,YOLO,0.9060481786727905
10,NORMAL,0.04402645513522266,False,False,-0.29441070556640625,0.66107177734375,225.8126220703125,0.0,1.5535153150558472,0.35410304688416455,0,YOLO,0.9056764245033264
11,NORMAL,0.04612631741257005,False,False,2.1796417236328125,2.5256118774414062,228.90550231933594,0.0,1.7817161083221436,0.3469433260600854,0,YOLO,0.9057290554046631
12,NORMAL,0.04787208118366965,False,False,1.6506118774414062,1.6506118774414062,227.29100036621094,0.0,2.651505947113037,0.3385915022835719,0,YOLO,0.9078654050827026
13,NORMAL,0.04966229932932659,False,False,2.7220687866210938,2.8330459594726562,230.38751220703125,0.0,2.298022508621216,0.33006814637256937,0,YOLO,0.9109386205673218
14,NORMAL,0.05148389636540724,False,False,3.4381484985351562,3.4381484985351562,231.01251220703125,0.0,2.270984411239624,0.32386987375390003,0,YOLO,0.9088538885116577
15,NORMAL,0.053509124587025905,False,False,3.3387451171875,3.3387451171875,232.011962890625,0.0,3.346431016921997,0.32380532472711854,0,YOLO,0.9007216691970825
16,NORMAL,0.054576707668145166,False,False,1.13525390625,2.01025390625,231.20616149902344,0.0,4.50123405456543,0.32864971829079453,0,YOLO,0.8956624865531921
17,NORMAL,0.05664348602740339,False,False,3.3310394287109375,3.3310394287109375,233.94679260253906,0.0,4.071930408477783,0.3316637682505479,0,YOLO,0.9059332013130188
18,NORMAL,0.056167809177250824,False,False,1.4447021484375,1.4447021484375,234.68695068359375,0.0,2.0670769214630127,0.3264259471313052,0,YOLO,0.9081910252571106
19,NORMAL,0.05613926809677431,False,False,1.0980453491210938,1.2692108154296875,235.84400939941406,0.0,3.187865972518921,0.3276730425245465,0,YOLO,0.9115236401557922
20,NORMAL,0.05473365041466163,False,False,0.7930679321289062,1.13201904296875,235.50157165527344,0.0,0.7574548721313477,0.32857091670888455,0,YOLO,0.9120680093765259
21,NORMAL,0.0539332359897481,False,False,0.7886886596679688,0.7886886596679688,235.530029296875,0.0,1.286274790763855,0.33564174883983205,0,YOLO,0.9161742925643921
22,NORMAL,0.05260324919119902,False,False,-0.1898193359375,0.34227752685546875,235.49501037597656,2.786087265047803e-05,0.9483643770217896,0.3351878176430458,0,YOLO,0.9187829494476318
23,NORMAL,0.051572483502773575,False,False,0.121734619140625,0.34381103515625,235.46771240234375,0.00014377506142188547,0.6688835024833679,0.34383186928235365,0,YOLO,0.9156511425971985
24,NORMAL,0.050626745171418366,False,False,-0.2842254638671875,0.2842254638671875,235.01109313964844,0.002082697419713874,0.37016868591308594,0.34810394471722483,0,YOLO,0.9148445725440979
25,NORMAL,0.04989426179687424,False,False,-0.0592193603515625,0.28411102294921875,235.37355041503906,0.0005157644773177344,0.23974111676216125,0.3585235585809184,0,YOLO,0.9184267520904541
26,NORMAL,0.050024992460173445,False,False,0.304840087890625,0.304840087890625,236.41766357421875,0.0,1.0500766038894653,0.3683694736524153,0,YOLO,0.916132926940918
27,NORMAL,0.05077022449030257,False,False,1.6960830688476562,1.8420639038085938,238.16619873046875,0.0,0.19702374935150146,0.38041703025154305,0,YOLO,0.9121619462966919
28,NORMAL,0.05211266771381806,False,False,2.2008056640625,2.3483200073242188,237.5364990234375,0.0,0.6463563442230225,0.3900968138634122,0,YOLO,0.9059509038925171
29,NORMAL,0.05298973562846197,False,False,0.5455245971679688,1.80279541015625,232.3599853515625,0.017163177071083863,0.03905722498893738,0.41085362541391013,0,YOLO,0.8569830656051636
30,NORMAL,0.05575319497337114,False,False,4.329322814941406,4.329322814941406,239.55029296875,0.0,0.9483645558357239,0.40747433239774233,0,YOLO,0.8907515406608582
31,NORMAL,0.061044899642146086,False,False,8.63848876953125,8.63848876953125,240.9903564453125,0.0,1.3466638326644897,0.41590715801342626,0,YOLO,0.9140207171440125
32,NORMAL,0.06637698105397323,False,False,8.898887634277344,10.195426940917969,240.14979553222656,0.0,2.671323299407959,0.4167371680718129,0,YOLO,0.9116045832633972
33,NORMAL,0.07300433832406747,False,False,10.182891845703125,11.985687255859375,235.63665771484375,0.016337426289087423,3.6700124740600586,0.4280805072486104,0,YOLO,0.9149340987205505
34,NORMAL,0.08221405752171704,False,False,14.495658874511719,14.495658874511719,232.88172912597656,0.027837844655207205,4.459088325500488,0.43677395898097365,0,YOLO,0.9218451976776123
35,NORMAL,0.08978208479001401,False,False,13.62872314453125,13.62872314453125,227.623291015625,0.04978913532233046,2.961132764816284,0.4466796089430415,0,YOLO,0.9183549880981445
